Station_ID,Stratum,Feature_Set,Group_Value,Permutation_Importance,Grouping
SW91.9L,AFTER,stage_only,11,0.0,by_point
SW91.9L,ALL,forecast_safe,1,0.0,by_point
SW91.9L,ALL,forecast_safe,2,0.0,by_point
SW91.9L,ALL,forecast_safe,3,0.0,by_point
SW91.9L,ALL,forecast_safe,4,0.0,by_point
SW91.9L,ALL,forecast_safe,5,0.0,by_point
SW91.9L,ALL,forecast_safe,6,0.0,by_point
SW91.9L,ALL,forecast_safe,7,0.0,by_point
SW91.9L,ALL,forecast_safe,8,0.0,by_point
SW91.9L,ALL,forecast_safe,9,0.0,by_point
SW91.9L,ALL,forecast_safe,10,0.0,by_point
SW91.9L,ALL,forecast_safe,11,0.0,by_point
SW91.9L,ALL,full_multivariate,1,0.0,by_point
SW91.9L,ALL,full_multivariate,2,0.0,by_point
SW91.9L,ALL,full_multivariate,3,0.0,by_point
SW91.9L,ALL,full_multivariate,4,0.0,by_point
SW91.9L,ALL,full_multivariate,5,0.0,by_point
SW91.9L,ALL,full_multivariate,6,0.0,by_point
SW91.9L,ALL,full_multivariate,7,0.0,by_point
SW91.9L,ALL,full_multivariate,8,0.0,by_point
SW91.9L,ALL,full_multivariate,9,0.0,by_point
SW91.9L,ALL,full_multivariate,10,0.0,by_point
SW91.9L,ALL,full_multivariate,11,0.0,by_point
SW91.9L,ALL,hydromet,1,-0.00023688027174489923,by_point
SW91.9L,ALL,hydromet,2,-0.000984522818743024,by_point
SW91.9L,ALL,hydromet,3,-0.0006520101661727737,by_point
SW91.9L,ALL,hydromet,4,-9.452895381435733e-05,by_point
SW91.9L,ALL,hydromet,5,0.00026596362887567704,by_point
SW91.9L,ALL,hydromet,6,3.7571848538175024e-05,by_point
SW91.9L,ALL,hydromet,7,0.0011493339934364373,by_point
SW91.9L,ALL,hydromet,8,0.003018131561512006,by_point
SW91.9L,ALL,hydromet,9,0.6913899391111334,by_point
SW91.9L,ALL,hydromet,10,0.6089405133200692,by_point
SW91.9L,ALL,hydromet,11,0.7973668115057069,by_point
SW91.9L,ALL,stage_only,1,-0.0005339744565652966,by_point
SW91.9L,ALL,stage_only,2,-0.001191807156006558,by_point
SW91.9L,ALL,stage_only,3,-0.0006125225728718514,by_point
SW91.9L,ALL,stage_only,4,-0.0008155485682622005,by_point
SW91.9L,ALL,stage_only,5,-0.00012424664262591462,by_point
SW91.9L,ALL,stage_only,6,-0.0007436661066276089,by_point
SW91.9L,ALL,stage_only,7,0.0012345617363396049,by_point
SW91.9L,ALL,stage_only,8,0.004169414459646886,by_point
SW91.9L,ALL,stage_only,9,0.6375503149941291,by_point
SW91.9L,ALL,stage_only,10,0.6757774318732982,by_point
SW91.9L,ALL,stage_only,11,0.8232846284172872,by_point
SW91.9L,BEFORE,forecast_safe,1,0.0,by_point
SW91.9L,BEFORE,forecast_safe,2,0.0,by_point
SW91.9L,BEFORE,forecast_safe,3,0.0,by_point
SW91.9L,BEFORE,forecast_safe,4,0.0,by_point
SW91.9L,BEFORE,forecast_safe,5,0.0,by_point
SW91.9L,BEFORE,forecast_safe,6,0.0,by_point
SW91.9L,BEFORE,forecast_safe,7,0.0,by_point
SW91.9L,BEFORE,forecast_safe,8,0.0,by_point
SW91.9L,BEFORE,forecast_safe,9,0.0,by_point
SW91.9L,BEFORE,forecast_safe,10,0.0,by_point
SW91.9L,BEFORE,forecast_safe,11,0.0,by_point
SW91.9L,BEFORE,full_multivariate,1,0.0,by_point
SW91.9L,BEFORE,full_multivariate,2,0.0,by_point
SW91.9L,BEFORE,full_multivariate,3,0.0,by_point
SW91.9L,BEFORE,full_multivariate,4,0.0,by_point
SW91.9L,BEFORE,full_multivariate,5,0.0,by_point
SW91.9L,BEFORE,full_multivariate,6,0.0,by_point
SW91.9L,BEFORE,full_multivariate,7,0.0,by_point
SW91.9L,BEFORE,full_multivariate,8,0.0,by_point
SW91.9L,BEFORE,full_multivariate,9,0.0,by_point
SW91.9L,BEFORE,full_multivariate,10,0.0,by_point
SW91.9L,BEFORE,full_multivariate,11,0.0,by_point
SW91.9L,BEFORE,hydromet,1,0.0,by_point
SW91.9L,BEFORE,hydromet,2,0.0,by_point
SW91.9L,BEFORE,hydromet,3,0.0,by_point
SW91.9L,BEFORE,hydromet,4,0.0,by_point
SW91.9L,BEFORE,hydromet,5,0.0,by_point
SW91.9L,BEFORE,hydromet,6,0.0,by_point
SW91.9L,BEFORE,hydromet,7,0.0,by_point
SW91.9L,BEFORE,hydromet,8,0.0,by_point
SW91.9L,BEFORE,hydromet,9,0.0,by_point
SW91.9L,BEFORE,hydromet,10,0.0,by_point
SW91.9L,BEFORE,hydromet,11,0.0,by_point
SW91.9L,BEFORE,stage_only,1,0.0,by_point
SW91.9L,BEFORE,stage_only,2,0.0,by_point
SW91.9L,BEFORE,stage_only,3,0.0,by_point
SW91.9L,BEFORE,stage_only,4,0.0,by_point
SW91.9L,BEFORE,stage_only,5,0.0,by_point
SW91.9L,BEFORE,stage_only,6,0.0,by_point
SW91.9L,BEFORE,stage_only,7,0.0,by_point
SW91.9L,BEFORE,stage_only,8,0.0,by_point
SW91.9L,BEFORE,stage_only,9,0.0,by_point
SW91.9L,BEFORE,stage_only,10,0.0,by_point
SW91.9L,BEFORE,stage_only,11,0.0,by_point
SW91.9L,DURING,forecast_safe,1,0.0,by_point
SW91.9L,DURING,forecast_safe,2,0.0,by_point
SW91.9L,DURING,forecast_safe,3,0.0,by_point
SW91.9L,DURING,forecast_safe,4,0.0,by_point
SW91.9L,DURING,forecast_safe,5,0.0,by_point
SW91.9L,DURING,forecast_safe,6,0.0,by_point
SW91.9L,DURING,forecast_safe,7,0.0,by_point
SW91.9L,DURING,forecast_safe,8,0.0,by_point
SW91.9L,DURING,forecast_safe,9,0.0,by_point
SW91.9L,DURING,forecast_safe,10,0.0,by_point
SW91.9L,DURING,forecast_safe,11,0.0,by_point
SW91.9L,DURING,full_multivariate,1,0.0,by_point
SW91.9L,DURING,full_multivariate,2,0.0,by_point
SW91.9L,DURING,full_multivariate,3,0.0,by_point
SW91.9L,DURING,full_multivariate,4,0.0,by_point
SW91.9L,DURING,full_multivariate,5,0.0,by_point
SW91.9L,DURING,full_multivariate,6,0.0,by_point
SW91.9L,DURING,full_multivariate,7,0.0,by_point
SW91.9L,DURING,full_multivariate,8,0.0,by_point
SW91.9L,DURING,full_multivariate,9,0.0,by_point
SW91.9L,DURING,full_multivariate,10,0.0,by_point
SW91.9L,DURING,full_multivariate,11,0.0,by_point
SW91.9L,DURING,hydromet,1,0.0,by_point
SW91.9L,DURING,hydromet,2,0.0,by_point
SW91.9L,DURING,hydromet,3,0.0,by_point
SW91.9L,DURING,hydromet,4,0.0,by_point
SW91.9L,DURING,hydromet,5,0.0,by_point
SW91.9L,DURING,hydromet,6,0.0,by_point
SW91.9L,DURING,hydromet,7,0.0,by_point
SW91.9L,DURING,hydromet,8,0.0,by_point
SW91.9L,DURING,hydromet,9,0.0,by_point
SW91.9L,DURING,hydromet,10,0.0,by_point
SW91.9L,DURING,hydromet,11,0.0,by_point
SW91.9L,DURING,stage_only,1,0.0,by_point
SW91.9L,DURING,stage_only,2,0.0,by_point
SW91.9L,DURING,stage_only,3,0.0,by_point
SW91.9L,DURING,stage_only,4,0.0,by_point
SW91.9L,DURING,stage_only,5,0.0,by_point
SW91.9L,DURING,stage_only,6,0.0,by_point
SW91.9L,DURING,stage_only,7,0.0,by_point
SW91.9L,DURING,stage_only,8,0.0,by_point
SW91.9L,DURING,stage_only,9,0.0,by_point
SW91.9L,DURING,stage_only,10,0.0,by_point
SW91.9L,DURING,stage_only,11,0.0,by_point
SW91.9R,AFTER,forecast_safe,1,0.0,by_point
SW91.9R,AFTER,forecast_safe,2,0.0,by_point
SW91.9R,AFTER,forecast_safe,3,0.0,by_point
SW91.9R,AFTER,forecast_safe,4,0.0,by_point
SW91.9R,AFTER,forecast_safe,5,0.0,by_point
SW91.9R,AFTER,forecast_safe,6,0.0,by_point
SW91.9R,AFTER,forecast_safe,7,0.0,by_point
SW91.9R,AFTER,forecast_safe,8,0.0,by_point
SW91.9R,AFTER,forecast_safe,9,0.0,by_point
SW91.9R,AFTER,forecast_safe,10,0.0,by_point
SW91.9R,AFTER,full_multivariate,1,0.0,by_point
SW91.9R,AFTER,full_multivariate,2,0.0,by_point
SW91.9R,AFTER,full_multivariate,3,0.0,by_point
SW91.9R,AFTER,full_multivariate,4,0.0,by_point
SW91.9R,AFTER,full_multivariate,5,0.0,by_point
SW91.9R,AFTER,full_multivariate,6,0.0,by_point
SW91.9R,AFTER,full_multivariate,7,0.0,by_point
SW91.9R,AFTER,full_multivariate,8,0.0,by_point
SW91.9R,AFTER,full_multivariate,9,0.0,by_point
SW91.9R,AFTER,full_multivariate,10,0.0,by_point
SW91.9R,AFTER,hydromet,1,0.0,by_point
SW91.9R,AFTER,hydromet,2,0.0,by_point
SW91.9R,AFTER,hydromet,3,0.0,by_point
SW91.9R,AFTER,hydromet,4,0.0,by_point
SW91.9R,AFTER,hydromet,5,0.0,by_point
SW91.9R,AFTER,hydromet,6,0.0,by_point
SW91.9R,AFTER,hydromet,7,0.0,by_point
SW91.9R,AFTER,hydromet,8,0.0,by_point
SW91.9R,AFTER,hydromet,9,0.0,by_point
SW91.9R,AFTER,hydromet,10,0.0,by_point
SW91.9R,AFTER,stage_only,1,0.0,by_point
SW91.9R,AFTER,stage_only,2,0.0,by_point
SW91.9R,AFTER,stage_only,3,0.0,by_point
SW91.9R,AFTER,stage_only,4,0.0,by_point
SW91.9R,AFTER,stage_only,5,0.0,by_point
SW91.9R,AFTER,stage_only,6,0.0,by_point
SW91.9R,AFTER,stage_only,7,0.0,by_point
SW91.9R,AFTER,stage_only,8,0.0,by_point
SW91.9R,AFTER,stage_only,9,0.0,by_point
SW91.9R,AFTER,stage_only,10,0.0,by_point
SW91.9R,ALL,forecast_safe,1,0.0,by_point
SW91.9R,ALL,forecast_safe,2,0.0,by_point
SW91.9R,ALL,forecast_safe,3,0.0,by_point
SW91.9R,ALL,forecast_safe,4,0.0,by_point
SW91.9R,ALL,forecast_safe,5,0.0,by_point
SW91.9R,ALL,forecast_safe,6,0.0,by_point
SW91.9R,ALL,forecast_safe,7,0.0,by_point
SW91.9R,ALL,forecast_safe,8,0.0,by_point
SW91.9R,ALL,forecast_safe,9,0.0,by_point
SW91.9R,ALL,forecast_safe,10,0.0,by_point
SW91.9R,ALL,full_multivariate,1,0.0,by_point
SW91.9R,ALL,full_multivariate,2,0.0,by_point
SW91.9R,ALL,full_multivariate,3,0.0,by_point
SW91.9R,ALL,full_multivariate,4,0.0,by_point
SW91.9R,ALL,full_multivariate,5,0.0,by_point
SW91.9R,ALL,full_multivariate,6,0.0,by_point
SW91.9R,ALL,full_multivariate,7,0.0,by_point
SW91.9R,ALL,full_multivariate,8,0.0,by_point
SW91.9R,ALL,full_multivariate,9,0.0,by_point
SW91.9R,ALL,full_multivariate,10,0.0,by_point
SW91.9R,ALL,hydromet,1,0.0004916653940556607,by_point
SW91.9R,ALL,hydromet,2,-0.00026912874927077313,by_point
SW91.9R,ALL,hydromet,3,-0.000810165823200056,by_point
SW91.9R,ALL,hydromet,4,0.0008907631476317383,by_point
SW91.9R,ALL,hydromet,5,0.0008617630052975648,by_point
SW91.9R,ALL,hydromet,6,0.0004234822348291219,by_point
SW91.9R,ALL,hydromet,7,0.010791927319505096,by_point
SW91.9R,ALL,hydromet,8,0.014318089381245624,by_point
SW91.9R,ALL,hydromet,9,0.8359961696823505,by_point
SW91.9R,ALL,hydromet,10,1.2012317939649377,by_point
SW91.9R,ALL,stage_only,1,-0.0009072040405343715,by_point
SW91.9R,ALL,stage_only,2,-0.0006952749105038486,by_point
SW91.9R,ALL,stage_only,3,-0.0011888998084065526,by_point
SW91.9R,ALL,stage_only,4,0.00023266664605393891,by_point
SW91.9R,ALL,stage_only,5,3.89341478261677e-05,by_point
SW91.9R,ALL,stage_only,6,-0.0005276373123971473,by_point
SW91.9R,ALL,stage_only,7,0.017487556122693145,by_point
SW91.9R,ALL,stage_only,8,0.021096203373959854,by_point
SW91.9R,ALL,stage_only,9,1.0573572257857704,by_point
SW91.9R,ALL,stage_only,10,1.221325802475321,by_point
SW91.9R,BEFORE,forecast_safe,1,0.0,by_point
SW91.9R,BEFORE,forecast_safe,2,0.0,by_point
SW91.9R,BEFORE,forecast_safe,3,0.0,by_point
SW91.9R,BEFORE,forecast_safe,4,0.0,by_point
SW91.9R,BEFORE,forecast_safe,5,0.0,by_point
SW91.9R,BEFORE,forecast_safe,6,0.0,by_point
SW91.9R,BEFORE,forecast_safe,7,0.0,by_point
SW91.9R,BEFORE,forecast_safe,8,0.0,by_point
SW91.9R,BEFORE,forecast_safe,9,0.0,by_point
SW91.9R,BEFORE,forecast_safe,10,0.0,by_point
SW91.9R,BEFORE,full_multivariate,1,0.0,by_point
SW91.9R,BEFORE,full_multivariate,2,0.0,by_point
SW91.9R,BEFORE,full_multivariate,3,0.0,by_point
SW91.9R,BEFORE,full_multivariate,4,0.0,by_point
SW91.9R,BEFORE,full_multivariate,5,0.0,by_point
SW91.9R,BEFORE,full_multivariate,6,0.0,by_point
SW91.9R,BEFORE,full_multivariate,7,0.0,by_point
SW91.9R,BEFORE,full_multivariate,8,0.0,by_point
SW91.9R,BEFORE,full_multivariate,9,0.0,by_point
SW91.9R,BEFORE,full_multivariate,10,0.0,by_point
SW91.9R,BEFORE,hydromet,1,0.0,by_point
SW91.9R,BEFORE,hydromet,2,0.0,by_point
SW91.9R,BEFORE,hydromet,3,0.0,by_point
SW91.9R,BEFORE,hydromet,4,0.0,by_point
SW91.9R,BEFORE,hydromet,5,0.0,by_point
SW91.9R,BEFORE,hydromet,6,0.0,by_point
SW91.9R,BEFORE,hydromet,7,0.0,by_point
SW91.9R,BEFORE,hydromet,8,0.0,by_point
SW91.9R,BEFORE,hydromet,9,0.0,by_point
SW91.9R,BEFORE,hydromet,10,0.0,by_point
SW91.9R,BEFORE,stage_only,1,0.0,by_point
SW91.9R,BEFORE,stage_only,2,0.0,by_point
SW91.9R,BEFORE,stage_only,3,0.0,by_point
SW91.9R,BEFORE,stage_only,4,0.0,by_point
SW91.9R,BEFORE,stage_only,5,0.0,by_point
SW91.9R,BEFORE,stage_only,6,0.0,by_point
SW91.9R,BEFORE,stage_only,7,0.0,by_point
SW91.9R,BEFORE,stage_only,8,0.0,by_point
SW91.9R,BEFORE,stage_only,9,0.0,by_point
SW91.9R,BEFORE,stage_only,10,0.0,by_point
SW91.9R,DURING,forecast_safe,1,0.0,by_point
SW91.9R,DURING,forecast_safe,2,0.0,by_point
SW91.9R,DURING,forecast_safe,3,0.0,by_point
SW91.9R,DURING,forecast_safe,4,0.0,by_point
SW91.9R,DURING,forecast_safe,5,0.0,by_point
SW91.9R,DURING,forecast_safe,6,0.0,by_point
SW91.9R,DURING,forecast_safe,7,0.0,by_point
SW91.9R,DURING,forecast_safe,8,0.0,by_point
SW91.9R,DURING,forecast_safe,9,0.0,by_point
SW91.9R,DURING,forecast_safe,10,0.0,by_point
SW91.9R,DURING,full_multivariate,1,0.0,by_point
SW91.9R,DURING,full_multivariate,2,0.0,by_point
SW91.9R,DURING,full_multivariate,3,0.0,by_point
SW91.9R,DURING,full_multivariate,4,0.0,by_point
SW91.9R,DURING,full_multivariate,5,0.0,by_point
SW91.9R,DURING,full_multivariate,6,0.0,by_point
SW91.9R,DURING,full_multivariate,7,0.0,by_point
SW91.9R,DURING,full_multivariate,8,0.0,by_point
SW91.9R,DURING,full_multivariate,9,0.0,by_point
SW91.9R,DURING,full_multivariate,10,0.0,by_point
SW91.9R,DURING,hydromet,1,0.0,by_point
SW91.9R,DURING,hydromet,2,0.0,by_point
SW91.9R,DURING,hydromet,3,0.0,by_point
SW91.9R,DURING,hydromet,4,0.0,by_point
SW91.9R,DURING,hydromet,5,0.0,by_point
SW91.9R,DURING,hydromet,6,0.0,by_point
SW91.9R,DURING,hydromet,7,0.0,by_point
SW91.9R,DURING,hydromet,8,0.0,by_point
SW91.9R,DURING,hydromet,9,0.0,by_point
SW91.9R,DURING,hydromet,10,0.0,by_point
SW91.9R,DURING,stage_only,1,0.0,by_point
SW91.9R,DURING,stage_only,2,0.0,by_point
SW91.9R,DURING,stage_only,3,0.0,by_point
SW91.9R,DURING,stage_only,4,0.0,by_point
SW91.9R,DURING,stage_only,5,0.0,by_point
SW91.9R,DURING,stage_only,6,0.0,by_point
SW91.9R,DURING,stage_only,7,0.0,by_point
SW91.9R,DURING,stage_only,8,0.0,by_point
SW91.9R,DURING,stage_only,9,0.0,by_point
SW91.9R,DURING,stage_only,10,0.0,by_point
SW93.4L,AFTER,forecast_safe,1,0.0,by_point
SW93.4L,AFTER,forecast_safe,2,0.0,by_point
SW93.4L,AFTER,forecast_safe,3,0.0,by_point
SW93.4L,AFTER,forecast_safe,4,0.0,by_point
SW93.4L,AFTER,forecast_safe,5,0.0,by_point
SW93.4L,AFTER,forecast_safe,6,0.0,by_point
SW93.4L,AFTER,forecast_safe,7,0.0,by_point
SW93.4L,AFTER,forecast_safe,8,0.0,by_point
SW93.4L,AFTER,forecast_safe,9,0.0,by_point
SW93.4L,AFTER,forecast_safe,10,0.0,by_point
SW93.4L,AFTER,forecast_safe,11,0.0,by_point
SW93.4L,AFTER,forecast_safe,12,0.0,by_point
SW93.4L,AFTER,full_multivariate,1,0.0,by_point
SW93.4L,AFTER,full_multivariate,2,0.0,by_point
SW93.4L,AFTER,full_multivariate,3,0.0,by_point
SW93.4L,AFTER,full_multivariate,4,0.0,by_point
SW93.4L,AFTER,full_multivariate,5,0.0,by_point
SW93.4L,AFTER,full_multivariate,6,0.0,by_point
SW93.4L,AFTER,full_multivariate,7,0.0,by_point
SW93.4L,AFTER,full_multivariate,8,0.0,by_point
SW93.4L,AFTER,full_multivariate,9,0.0,by_point
SW93.4L,AFTER,full_multivariate,10,0.0,by_point
SW93.4L,AFTER,full_multivariate,11,0.0,by_point
SW93.4L,AFTER,full_multivariate,12,0.0,by_point
SW93.4L,AFTER,hydromet,1,0.0,by_point
SW93.4L,AFTER,hydromet,2,0.0,by_point
SW93.4L,AFTER,hydromet,3,0.0,by_point
SW93.4L,AFTER,hydromet,4,0.0,by_point
SW93.4L,AFTER,hydromet,5,0.0,by_point
SW93.4L,AFTER,hydromet,6,0.0,by_point
SW93.4L,AFTER,hydromet,7,0.0,by_point
SW93.4L,AFTER,hydromet,8,0.0,by_point
SW93.4L,AFTER,hydromet,9,0.0,by_point
SW93.4L,AFTER,hydromet,10,0.0,by_point
SW93.4L,AFTER,hydromet,11,0.0,by_point
SW93.4L,AFTER,hydromet,12,0.0,by_point
SW93.4L,AFTER,stage_only,1,0.0,by_point
SW93.4L,AFTER,stage_only,2,0.0,by_point
SW93.4L,AFTER,stage_only,3,0.0,by_point
SW93.4L,AFTER,stage_only,4,0.0,by_point
SW93.4L,AFTER,stage_only,5,0.0,by_point
SW93.4L,AFTER,stage_only,6,0.0,by_point
SW93.4L,AFTER,stage_only,7,0.0,by_point
SW93.4L,AFTER,stage_only,8,0.0,by_point
SW93.4L,AFTER,stage_only,9,0.0,by_point
SW93.4L,AFTER,stage_only,10,0.0,by_point
SW93.4L,AFTER,stage_only,11,0.0,by_point
SW93.4L,AFTER,stage_only,12,0.0,by_point
SW93.4L,ALL,forecast_safe,1,0.0,by_point
SW93.4L,ALL,forecast_safe,2,0.0,by_point
SW93.4L,ALL,forecast_safe,3,0.0,by_point
SW93.4L,ALL,forecast_safe,4,0.0,by_point
SW93.4L,ALL,forecast_safe,5,0.0,by_point
SW93.4L,ALL,forecast_safe,6,0.0,by_point
SW93.4L,ALL,forecast_safe,7,0.0,by_point
SW93.4L,ALL,forecast_safe,8,0.0,by_point
SW93.4L,ALL,forecast_safe,9,0.0,by_point
SW93.4L,ALL,forecast_safe,10,0.0,by_point
SW93.4L,ALL,forecast_safe,11,0.0,by_point
SW93.4L,ALL,forecast_safe,12,0.0,by_point
SW93.4L,ALL,full_multivariate,1,0.0,by_point
SW93.4L,ALL,full_multivariate,2,0.0,by_point
SW93.4L,ALL,full_multivariate,3,0.0,by_point
SW93.4L,ALL,full_multivariate,4,0.0,by_point
SW93.4L,ALL,full_multivariate,5,0.0,by_point
SW93.4L,ALL,full_multivariate,6,0.0,by_point
SW93.4L,ALL,full_multivariate,7,0.0,by_point
SW93.4L,ALL,full_multivariate,8,0.0,by_point
SW93.4L,ALL,full_multivariate,9,0.0,by_point
SW93.4L,ALL,full_multivariate,10,0.0,by_point
SW93.4L,ALL,full_multivariate,11,0.0,by_point
SW93.4L,ALL,full_multivariate,12,0.0,by_point
SW93.4L,ALL,hydromet,1,-0.0007651577424148589,by_point
SW93.4L,ALL,hydromet,2,-5.545151842326992e-05,by_point
SW93.4L,ALL,hydromet,3,-0.0002189773536285337,by_point
SW93.4L,ALL,hydromet,4,-0.0005453284128055513,by_point
SW93.4L,ALL,hydromet,5,-0.0006685878367281342,by_point
SW93.4L,ALL,hydromet,6,0.0004004125643043375,by_point
SW93.4L,ALL,hydromet,7,0.0006299565163034038,by_point
SW93.4L,ALL,hydromet,8,0.00288067535076827,by_point
SW93.4L,ALL,hydromet,9,0.19528616633029358,by_point
SW93.4L,ALL,hydromet,10,0.1568439889751981,by_point
SW93.4L,ALL,hydromet,11,0.1838707505388781,by_point
SW93.4L,ALL,hydromet,12,0.9022826941291581,by_point
SW93.4L,ALL,stage_only,1,-0.0011767089451756908,by_point
SW93.4L,ALL,stage_only,2,-0.00034082323264227055,by_point
SW93.4L,ALL,stage_only,3,-0.0004980257606554915,by_point
SW93.4L,ALL,stage_only,4,-0.0010877568038346885,by_point
SW93.4L,ALL,stage_only,5,-0.0017924306955121039,by_point
SW93.4L,ALL,stage_only,6,0.0005887100366304316,by_point
SW93.4L,ALL,stage_only,7,0.0006586858210735486,by_point
SW93.4L,ALL,stage_only,8,0.004040612318568615,by_point
SW93.4L,ALL,stage_only,9,0.21232525692628207,by_point
SW93.4L,ALL,stage_only,10,0.18528550582982592,by_point
SW93.4L,ALL,stage_only,11,0.1714725248338266,by_point
SW93.4L,ALL,stage_only,12,0.8925608497921347,by_point
SW93.4L,BEFORE,forecast_safe,1,0.0,by_point
SW93.4L,BEFORE,forecast_safe,2,0.0,by_point
SW93.4L,BEFORE,forecast_safe,3,0.0,by_point
SW93.4L,BEFORE,forecast_safe,4,0.0,by_point
SW93.4L,BEFORE,forecast_safe,5,0.0,by_point
SW93.4L,BEFORE,forecast_safe,6,0.0,by_point
SW93.4L,BEFORE,forecast_safe,7,0.0,by_point
SW93.4L,BEFORE,forecast_safe,8,0.0,by_point
SW93.4L,BEFORE,forecast_safe,9,0.0,by_point
SW93.4L,BEFORE,forecast_safe,10,0.0,by_point
SW93.4L,BEFORE,forecast_safe,11,0.0,by_point
SW93.4L,BEFORE,forecast_safe,12,0.0,by_point
SW93.4L,BEFORE,full_multivariate,1,0.0,by_point
SW93.4L,BEFORE,full_multivariate,2,0.0,by_point
SW93.4L,BEFORE,full_multivariate,3,0.0,by_point
SW93.4L,BEFORE,full_multivariate,4,0.0,by_point
SW93.4L,BEFORE,full_multivariate,5,0.0,by_point
SW93.4L,BEFORE,full_multivariate,6,0.0,by_point
SW93.4L,BEFORE,full_multivariate,7,0.0,by_point
SW93.4L,BEFORE,full_multivariate,8,0.0,by_point
SW93.4L,BEFORE,full_multivariate,9,0.0,by_point
SW93.4L,BEFORE,full_multivariate,10,0.0,by_point
SW93.4L,BEFORE,full_multivariate,11,0.0,by_point
SW93.4L,BEFORE,full_multivariate,12,0.0,by_point
SW93.4L,BEFORE,hydromet,1,0.0,by_point
SW93.4L,BEFORE,hydromet,2,0.0,by_point
SW93.4L,BEFORE,hydromet,3,0.0,by_point
SW93.4L,BEFORE,hydromet,4,0.0,by_point
SW93.4L,BEFORE,hydromet,5,0.0,by_point
SW93.4L,BEFORE,hydromet,6,0.0,by_point
SW93.4L,BEFORE,hydromet,7,0.0,by_point
SW93.4L,BEFORE,hydromet,8,0.0,by_point
SW93.4L,BEFORE,hydromet,9,0.0,by_point
SW93.4L,BEFORE,hydromet,10,0.0,by_point
SW93.4L,BEFORE,hydromet,11,0.0,by_point
SW93.4L,BEFORE,hydromet,12,0.0,by_point
SW93.4L,BEFORE,stage_only,1,0.0,by_point
SW93.4L,BEFORE,stage_only,2,0.0,by_point
SW93.4L,BEFORE,stage_only,3,0.0,by_point
SW93.4L,BEFORE,stage_only,4,0.0,by_point
SW93.4L,BEFORE,stage_only,5,0.0,by_point
SW93.4L,BEFORE,stage_only,6,0.0,by_point
SW93.4L,BEFORE,stage_only,7,0.0,by_point
SW93.4L,BEFORE,stage_only,8,0.0,by_point
SW93.4L,BEFORE,stage_only,9,0.0,by_point
SW93.4L,BEFORE,stage_only,10,0.0,by_point
SW93.4L,BEFORE,stage_only,11,0.0,by_point
SW93.4L,BEFORE,stage_only,12,0.0,by_point
SW93.4L,DURING,forecast_safe,1,0.0,by_point
SW93.4L,DURING,forecast_safe,2,0.0,by_point
SW93.4L,DURING,forecast_safe,3,0.0,by_point
SW93.4L,DURING,forecast_safe,4,0.0,by_point
SW93.4L,DURING,forecast_safe,5,0.0,by_point
SW93.4L,DURING,forecast_safe,6,0.0,by_point
