Id,Station_ID,Lag,ACF_Level,ACF_Daily_Change
6,SW91.1,7,0.9750696100336603,0.08516023244994478
6,SW91.1,8,0.9698480587452505,0.0720038501915007
6,SW91.1,9,0.9645002812487566,0.06906386927685607
6,SW91.1,10,0.959030544543322,0.07295040679474481
6,SW91.1,11,0.953430838146005,0.07567066688189297
6,SW91.1,12,0.9477008272063205,0.0814275670403691
6,SW91.1,13,0.9418300249854787,0.07807208427377385
6,SW91.1,14,0.9358243196417997,0.08923593574831257
7,SW91.2,1,0.9991280190434582,0.8132509911644249
7,SW91.2,2,0.9969393124645545,0.6082070165810541
7,SW91.2,3,0.993767060311717,0.4172969375806202
7,SW91.2,4,0.9899189882999266,0.27141059424685954
7,SW91.2,5,0.9856321561885879,0.16405531574941776
7,SW91.2,6,0.981081750573744,0.09501888123995429
7,SW91.2,7,0.9763804007013206,0.050612518893529974
7,SW91.2,8,0.9715983279932976,0.04178730963820729
7,SW91.2,9,0.9667513637174417,0.058408496049406
7,SW91.2,10,0.9618083273832756,0.0689603081099995
7,SW91.2,11,0.9567541900545212,0.0795251514272076
7,SW91.2,12,0.9515721818978436,0.09385439351068287
7,SW91.2,13,0.9462404658032654,0.10608445984915889
7,SW91.2,14,0.9407356219405043,0.1245108456101201
8,SW46.9L,1,0.9984265888422316,0.7569201109345255
8,SW46.9L,2,0.9946423304021629,0.45424661698447333
8,SW46.9L,3,0.989530977064567,0.24671752000015865
8,SW46.9L,4,0.9836980548379126,0.1278725103803123
8,SW46.9L,5,0.9774920261045882,0.055945813861598984
8,SW46.9L,6,0.9711238527724995,-0.006902023027398125
8,SW46.9L,7,0.9647774161439441,-0.04463862785907427
8,SW46.9L,8,0.9585623763091686,-0.0486955483146511
8,SW46.9L,9,0.9524911618259715,-0.02375398536580645
8,SW46.9L,10,0.9464906246252198,0.005321877897346515
8,SW46.9L,11,0.9404762518297379,0.021082864786603643
8,SW46.9L,12,0.9344011545588629,0.031059693369755923
8,SW46.9L,13,0.9282370363713984,0.045591440030709196
8,SW46.9L,14,0.9219413117711731,0.059822127150679714
9,SW50.6,1,0.9989363927399828,0.736160826194446
9,SW50.6,2,0.996479989404854,0.520284928443121
9,SW50.6,3,0.9930363063275071,0.34086293308605586
9,SW50.6,4,0.9889514429590713,0.22308369394026356
9,SW50.6,5,0.9844492684955247,0.13919178988193343
9,SW50.6,6,0.9796903118561731,0.07277015805291588
9,SW50.6,7,0.9747906502041466,0.03409747331947438
9,SW50.6,8,0.969825890815316,0.02182249255422154
9,SW50.6,9,0.9648198344168463,0.030510482704395988
9,SW50.6,10,0.9597554440531197,0.05199972002020483
9,SW50.6,11,0.9545895109428872,0.06471802390060463
9,SW50.6,12,0.9493075149164801,0.0702924497616889
9,SW50.6,13,0.9438894646295414,0.08414778365207859
9,SW50.6,14,0.9383110815719233,0.10388166857363142
10,SW91.9R,1,0.9988684930085991,0.7892091439283002
10,SW91.9R,2,0.9961548050820924,0.5403060557749421
10,SW91.9R,3,0.9923599439679035,0.3405692001848933
10,SW91.9R,4,0.9878836230489065,0.19712058675412275
10,SW91.9R,5,0.9830131574135194,0.08975830740386194
10,SW91.9R,6,0.9779629747149629,0.014063392496645965
10,SW91.9R,7,0.9728883469519205,-0.025737070659027774
10,SW91.9R,8,0.967869036212527,-0.028563702281384207
10,SW91.9R,9,0.9629079443160707,0.0006773862200065554
10,SW91.9R,10,0.9579443579327516,0.03201452333109327
10,SW91.9R,11,0.9529162888811146,0.060382882538843594
10,SW91.9R,12,0.9477660729662782,0.08408128009341977
10,SW91.9R,13,0.9424460548272545,0.10598624662596957
10,SW91.9R,14,0.9369109544261263,0.12529890104870306
11,SW91.9L,1,0.9989226390578787,0.7984391331032781
11,SW91.9L,2,0.9963516705955352,0.5702446452438915
11,SW91.9L,3,0.9927157327434754,0.3753585397694099
11,SW91.9L,4,0.9883788703023196,0.22400891870801895
11,SW91.9L,5,0.9836242673033941,0.11078031313783764
11,SW91.9L,6,0.9786632256763457,0.03577217370826399
11,SW91.9L,7,0.9736361364844032,-0.012755242866229952
11,SW91.9L,8,0.9686361250556826,-0.021632545436187367
11,SW91.9L,9,0.9636759775467428,0.001596050529868847
11,SW91.9L,10,0.9587121707669698,0.031057650047905803
11,SW91.9L,11,0.9536911875072138,0.05873451197840174
11,SW91.9L,12,0.948559693952136,0.08582839037510513
11,SW91.9L,13,0.9432654474261407,0.10631307261579902
11,SW91.9L,14,0.9377693413906957,0.12349911118668398
12,SW93.4L,1,0.9982731214132862,0.7013337941719096
12,SW93.4L,2,0.9943456648714748,0.44103518271139835
12,SW93.4L,3,0.9890362066882766,0.23941160153434055
12,SW93.4L,4,0.9829817347069453,0.08338519794637979
12,SW93.4L,5,0.9766805608198806,-0.043936011009076424
12,SW93.4L,6,0.9705233853732856,-0.1311627419427599
12,SW93.4L,7,0.964780439964928,-0.17914733963207244
12,SW93.4L,8,0.9596016851788348,-0.16725086988255713
12,SW93.4L,9,0.9549441070244504,-0.11123598950070641
12,SW93.4L,10,0.9506353328807228,-0.028628268040723368
12,SW93.4L,11,0.9464180942930343,0.04841788249091226
12,SW93.4L,12,0.9420458235211681,0.12081087855789657
12,SW93.4L,13,0.9372814006012952,0.18308388507229736
12,SW93.4L,14,0.9319305497046277,0.23506558893740173
13,SW93.5L,1,0.9982387529422307,0.6970097411057108
13,SW93.5L,2,0.9942404053357706,0.43254234170036054
13,SW93.5L,3,0.9888561086185718,0.2326815650572271
13,SW93.5L,4,0.9827333235037001,0.07118093100912415
13,SW93.5L,5,0.976390157998517,-0.05711933683501205
13,SW93.5L,6,0.9702344892932295,-0.146560088602036
13,SW93.5L,7,0.964559214496795,-0.19225370943873304
13,SW93.5L,8,0.9595026049671471,-0.17861539247899322
13,SW93.5L,9,0.9550157540429218,-0.12160248994241991
13,SW93.5L,10,0.9509179047652562,-0.03954225772044248
13,SW93.5L,11,0.9469469966341688,0.04984279033822556
13,SW93.5L,12,0.94281490713013,0.12943324478643667
13,SW93.5L,13,0.9382547189942094,0.19793037361998236
13,SW93.5L,14,0.9330464650627857,0.2527467657988358
14,SW94,1,0.9985790117942863,0.6770580607421678
14,SW94,2,0.9956253815763043,0.4173204652334155
14,SW94,3,0.9917282758487286,0.2117660256849447
14,SW94,4,0.9873611340887315,0.05220962608998853
14,SW94,5,0.9828941213931447,-0.07575546132793878
14,SW94,6,0.9786142707086156,-0.1696832809083459
14,SW94,7,0.9747219482635169,-0.21395817244957877
14,SW94,8,0.9713164325263064,-0.19735897583980277
14,SW94,9,0.9683564211308346,-0.14815505357899295
14,SW94,10,0.9657260935783434,-0.05312249336666398
14,SW94,11,0.9632214219280202,0.0412580734066024
14,SW94,12,0.9606180061942418,0.12943490187481196
14,SW94,13,0.9577011591629578,0.208621900806028
14,SW94,14,0.9542975758457284,0.2684762420657814
15,SW95,1,0.9966468979804282,0.5135534293908078
15,SW95,2,0.9899934270060047,0.2750979296707233
15,SW95,3,0.9815853885028648,0.10385036306344383
15,SW95,4,0.9725070734657306,-0.04154349380232164
15,SW95,5,0.9636957148420282,-0.15563061809521342
15,SW95,6,0.9558917953587823,-0.24623424884369516
15,SW95,7,0.9496741443879695,-0.2922469792422523
15,SW95,8,0.9453399994277307,-0.2681734890395121
15,SW95,9,0.9427296418878578,-0.19638297309517
15,SW95,10,0.9413882056153363,-0.09967320012604368
15,SW95,11,0.9406772499772007,0.00785865767980219
15,SW95,12,0.9398883111355137,0.13561930160913122
15,SW95,13,0.9382154816200445,0.2443170754152018
15,SW95,14,0.9349630861801144,0.32023103052195323
16,SW273,1,0.9980274593447829,0.569769579037306
16,SW273,2,0.9939929500120454,0.4207092601910632
16,SW273,3,0.9884405479440304,0.22804086165068724
16,SW273,4,0.9820693829097242,0.07637597799574888
16,SW273,5,0.9754378808497248,-0.07820395975025027
16,SW273,6,0.9691019687230653,-0.16483658927208855
16,SW273,7,0.963370287223173,-0.2209981239813976
16,SW273,8,0.9584328394006315,-0.19974521203836818
16,SW273,9,0.9542278198512986,-0.13668988200277235
16,SW273,10,0.9505119620808422,-0.03855549418575155
16,SW273,11,0.9469247647429965,0.0718801390430026
16,SW273,12,0.943069053870336,0.1839575680072483
16,SW273,13,0.9385384997979749,0.27825557508686516
16,SW273,14,0.9329935851846338,0.33835387288573326
17,SW277,1,0.9942421347516984,0.43276740552141396
17,SW277,2,0.9836992727851959,0.22228304297086676
17,SW277,3,0.9706859302649852,0.06761080967300047
17,SW277,4,0.9569407354182178,-0.05892331330627313
17,SW277,5,0.9438652301714239,-0.1856814704581022
17,SW277,6,0.9328600517284273,-0.2807159317272772
17,SW277,7,0.924986771117109,-0.3369718464427291
17,SW277,8,0.9208625154643739,-0.31400429304697813
17,SW277,9,0.9202207540123618,-0.22716477209708474
17,SW277,10,0.9220979997914033,-0.10533017169476222
17,SW277,11,0.9251234085387294,0.03187712988983894
17,SW277,12,0.9277662756827165,0.12458703448411908
17,SW277,13,0.9290081417742544,0.25087722809878077
17,SW277,14,0.9274306001037756,0.3365305787149768
